Episode,Time,T1,T2,Q1,Q2,TSP1,TSP2,IAE
44,0,28.95,28.63,50.00,50.00,55.11,59.81,57.34
44,5,28.89,28.86,100.00,100.00,55.11,59.81,114.51
44,10,28.70,28.76,100.00,100.00,55.11,59.81,171.97
44,15,28.92,28.89,100.00,100.00,55.11,59.81,229.08
44,20,29.28,28.99,100.00,100.00,55.11,59.81,285.73
44,25,30.21,29.50,100.00,100.00,55.11,59.81,340.94
44,30,31.24,29.99,100.00,100.00,55.11,59.81,394.63
44,35,32.50,30.70,100.00,100.00,55.11,59.81,446.35
44,40,34.05,31.15,100.00,100.00,55.11,59.81,496.07
44,45,35.43,32.11,100.00,100.00,55.11,59.81,543.45
44,50,37.01,33.18,100.00,100.00,55.11,59.81,588.18
44,55,38.56,33.60,100.00,100.00,55.11,59.81,630.94
44,60,39.91,34.53,100.00,100.00,55.11,59.81,671.42
44,65,41.69,35.59,100.00,100.00,55.11,59.81,709.06
44,70,43.13,36.56,100.00,100.00,55.11,59.81,744.29
44,75,44.68,37.69,100.00,100.00,55.11,59.81,776.84
44,80,46.36,39.11,100.00,100.00,55.11,59.81,806.29
44,85,47.97,39.85,100.00,100.00,55.11,59.81,833.39
44,90,49.42,41.14,100.00,100.00,55.11,59.81,857.75
44,95,51.00,42.33,100.00,100.00,55.11,59.81,879.34
44,100,52.45,42.75,100.00,100.00,55.11,59.81,899.06
44,105,53.77,43.84,83.95,100.00,55.11,59.81,916.37
44,110,55.25,45.33,33.95,100.00,55.11,59.81,930.99
44,115,56.60,46.33,0.00,100.00,55.11,59.81,945.96
44,120,57.96,47.13,0.00,100.00,55.11,59.81,961.49
44,125,58.60,47.94,0.00,100.00,55.11,59.81,976.85
44,130,59.02,48.61,0.00,100.00,55.11,59.81,991.96
44,135,59.25,49.10,0.00,100.00,55.11,59.81,1006.81
44,140,59.25,50.68,0.00,100.00,55.11,59.81,1020.08
44,145,59.28,51.61,0.00,100.00,55.11,59.81,1032.45
44,150,59.22,52.00,0.00,100.00,55.11,59.81,1044.37
44,155,58.28,52.64,0.00,100.00,55.11,59.81,1054.71
44,160,57.64,52.90,0.00,100.00,55.11,59.81,1064.15
44,165,57.31,53.93,0.00,100.00,55.11,59.81,1072.23
44,170,56.73,54.48,0.00,100.00,55.11,59.81,1079.18
44,175,56.28,55.16,0.00,100.00,55.11,59.81,1085.00
44,180,55.70,55.96,0.00,100.00,55.11,59.81,1089.44
44,185,55.06,56.38,50.00,100.00,55.11,59.81,1092.92
44,190,54.51,56.54,98.38,100.00,55.11,59.81,1096.79
44,195,53.38,56.60,100.00,100.00,55.11,59.81,1101.73
44,200,52.48,56.35,100.00,100.00,55.11,59.81,1107.82
44,205,52.16,56.51,100.00,100.00,55.11,59.81,1114.07
44,210,52.48,56.67,100.00,100.00,55.11,59.81,1119.84
44,215,52.26,56.31,100.00,100.00,55.11,59.81,1126.19
44,220,52.80,56.99,100.00,100.00,55.11,59.81,1131.32
44,225,53.41,57.83,100.00,100.00,55.11,59.81,1135.00
44,230,54.64,57.93,50.00,100.00,55.11,59.81,1137.35
44,235,55.38,58.06,0.00,100.00,55.11,59.81,1139.37
44,240,56.67,59.18,0.00,100.00,55.11,59.81,1141.56
44,245,57.67,59.12,0.00,100.00,55.11,59.81,1144.81
44,250,58.25,59.73,0.00,50.00,55.11,59.81,1148.03
44,255,58.67,60.15,0.00,1.99,55.11,59.81,1151.93
44,260,58.93,60.22,0.00,24.10,55.11,59.81,1156.16
44,265,58.83,60.51,0.00,11.32,55.11,59.81,1160.58
44,270,58.60,60.54,0.00,17.32,55.11,59.81,1164.80
44,275,58.02,60.22,0.00,45.38,55.11,59.81,1168.12
44,280,57.31,59.96,0.00,66.92,55.11,59.81,1170.47
44,285,56.99,59.70,0.00,100.00,55.11,59.81,1172.46
44,290,56.22,59.60,0.00,96.06,55.11,59.81,1173.78
44,295,55.06,59.05,50.00,100.00,55.11,59.81,1174.59
44,300,54.06,58.54,100.00,100.00,55.11,59.81,1176.91
44,305,53.45,57.93,100.00,100.00,55.11,59.81,1180.45
44,310,52.74,57.90,100.00,100.00,55.11,59.81,1184.73
44,315,52.45,57.54,100.00,100.00,55.11,59.81,1189.66
44,320,52.80,58.02,100.00,100.00,55.11,59.81,1193.76
44,325,53.09,58.28,100.00,100.00,55.11,59.81,1197.31
44,330,53.74,58.25,93.36,100.00,55.11,59.81,1200.24
44,335,54.74,58.54,43.36,100.00,55.11,59.81,1201.88
44,340,55.70,59.47,0.00,85.14,55.11,59.81,1202.81
44,345,56.93,59.51,0.00,86.40,55.11,59.81,1204.93
44,350,57.44,59.73,0.00,39.36,55.11,59.81,1207.34
44,355,57.64,59.44,0.00,89.36,55.11,59.81,1210.24
44,360,57.64,59.34,0.00,100.00,55.11,59.81,1213.24
44,365,57.09,59.54,0.00,96.58,55.11,59.81,1215.49
44,370,56.51,59.41,0.00,100.00,55.11,59.81,1217.29
44,375,56.02,59.63,0.00,66.11,55.11,59.81,1218.38
44,380,55.73,59.67,0.00,74.88,55.11,59.81,1219.14
44,385,55.38,60.25,21.06,24.88,55.11,41.29,1238.37
44,390,55.16,60.34,45.47,0.00,55.11,41.29,1257.47
44,395,54.74,60.54,95.47,0.00,55.11,41.29,1277.09
44,400,53.77,59.80,100.00,0.00,55.11,41.29,1296.94
44,405,53.12,59.25,100.00,0.00,55.11,41.29,1316.89
44,410,53.09,58.70,100.00,0.00,55.11,41.29,1336.32
44,415,53.32,58.38,100.00,0.00,55.11,41.29,1355.20
44,420,53.45,57.64,100.00,0.00,55.11,41.29,1373.21
44,425,54.09,57.09,85.19,0.00,55.11,41.29,1390.03
44,430,54.67,56.35,35.19,0.00,55.11,41.29,1405.53
44,435,55.06,55.06,0.00,0.00,55.11,41.29,1419.35
44,440,55.38,54.41,0.00,0.00,55.11,41.29,1432.74
44,445,55.28,53.12,23.19,0.00,55.11,41.29,1444.74
44,450,55.06,52.22,64.64,0.00,55.11,41.29,1455.72
44,455,55.06,51.84,40.65,0.00,55.11,41.29,1466.32
44,460,55.03,51.38,46.22,0.00,55.11,41.29,1476.49
44,465,54.41,50.55,96.22,0.00,55.11,41.29,1486.45
44,470,54.58,50.26,90.49,0.00,55.11,41.29,1495.95
44,475,54.77,49.97,44.41,0.00,55.11,41.29,1504.97
44,480,55.03,49.58,16.47,0.00,55.11,41.29,1513.34
44,485,55.06,48.94,39.97,0.00,55.11,41.29,1521.04
44,490,55.67,48.65,0.00,0.00,55.11,41.29,1528.96
44,495,55.54,48.23,9.47,0.00,55.11,41.29,1536.33
44,500,55.41,47.77,24.13,0.00,55.11,41.29,1543.11
44,505,55.41,47.32,21.57,0.00,55.11,41.29,1549.44
44,510,54.99,47.03,71.57,0.00,55.11,41.29,1555.30
44,515,54.74,47.00,100.00,0.00,55.11,41.29,1561.38
44,520,54.58,46.65,91.08,0.00,55.11,41.29,1567.27
44,525,54.41,46.36,94.13,0.00,55.11,41.29,1573.04
44,530,54.74,45.87,44.13,0.00,55.11,41.29,1577.99
44,535,54.90,45.39,36.08,0.00,55.11,41.29,1582.30
44,540,55.06,45.07,27.16,0.00,55.11,41.29,1586.13
44,545,55.06,44.39,44.94,0.00,55.11,41.29,1589.28
44,550,55.06,44.10,44.94,0.00,55.11,41.29,1592.14
44,555,55.35,43.78,0.00,0.00,26.40,41.29,1623.58
44,560,54.74,43.13,0.00,0.00,26.40,41.29,1653.76
44,565,53.87,42.36,0.00,0.00,26.40,41.29,1682.30
44,570,53.32,41.85,0.00,0.00,26.40,41.29,1709.78
44,575,52.80,41.52,0.00,4.33,26.40,41.29,1736.41
44,580,52.48,41.52,0.00,1.76,26.40,41.29,1762.72
44,585,51.87,41.20,0.00,51.76,26.40,41.29,1788.28
44,590,51.16,41.07,0.00,64.67,26.40,41.29,1813.26
44,595,50.55,40.88,0.00,82.83,26.40,41.29,1837.82
44,600,49.90,41.27,0.00,32.84,26.40,41.29,1861.34
44,605,49.42,40.91,0.00,67.05,26.40,41.29,1884.74
44,610,48.94,41.33,0.00,17.05,26.40,41.29,1907.32
44,615,48.61,41.62,0.00,0.00,26.40,41.29,1929.86
44,620,48.03,41.88,0.00,0.00,26.40,41.29,1952.08
44,625,47.65,41.85,0.00,0.00,26.40,41.29,1973.89
44,630,47.03,41.85,0.00,0.00,26.40,41.29,1995.08
44,635,46.42,41.85,0.00,0.00,26.40,41.29,2015.66
44,640,46.03,41.88,0.00,0.00,26.40,41.29,2035.88
44,645,45.58,41.69,0.00,0.00,26.40,41.29,2055.46
44,650,45.07,41.52,0.00,3.82,26.40,41.29,2074.36
44,655,44.42,41.30,0.00,40.81,26.40,41.29,2092.39
44,660,44.01,41.14,0.00,55.52,26.40,41.29,2110.15
44,665,43.23,40.85,0.00,90.90,26.40,41.29,2127.42
44,670,42.84,40.65,0.00,86.24,26.40,41.29,2144.50
44,675,42.49,40.91,0.00,36.31,26.40,41.29,2160.97
44,680,42.20,40.72,0.00,84.98,26.40,41.29,2177.34
44,685,41.78,40.65,0.00,82.01,26.40,41.29,2193.36
44,690,41.20,41.04,0.00,32.01,26.40,41.29,2208.41
44,695,40.88,41.07,0.00,23.12,26.40,41.29,2223.11
44,700,40.56,41.30,0.00,0.00,26.40,41.29,2237.28
44,705,40.23,41.56,0.00,0.00,26.40,41.29,2251.38
44,710,40.07,41.52,0.00,0.00,26.40,41.29,2265.28
44,715,39.65,41.56,0.00,1.64,26.40,41.29,2278.80
44,720,39.59,41.52,0.00,7.71,26.40,41.29,2292.22
44,725,39.30,41.52,0.00,6.41,26.40,41.29,2305.35
44,730,38.91,41.23,0.00,56.41,26.40,41.29,2317.92
44,735,38.75,40.98,0.00,91.51,26.40,41.29,2330.58
44,740,38.62,41.07,0.00,41.51,26.40,41.29,2343.02
44,745,38.11,40.85,0.00,87.28,26.40,41.29,2355.17
44,750,37.72,40.46,0.00,100.00,26.40,41.29,2367.32
44,755,37.33,40.43,0.00,95.04,26.40,41.29,2379.11
44,760,36.98,40.65,0.00,76.40,26.40,41.29,2390.33
44,765,36.37,40.52,0.00,91.02,26.40,41.29,2401.07
44,770,36.01,40.85,0.00,45.45,26.40,41.29,2411.12
44,775,35.76,41.01,0.00,33.46,26.40,41.29,2420.76
44,780,35.40,41.33,0.00,0.00,26.40,41.29,2429.80
44,785,35.27,41.52,0.00,0.00,26.40,41.29,2438.90
44,790,35.08,41.85,0.00,0.00,26.40,41.29,2448.14
44,795,34.98,41.85,0.00,0.00,26.40,41.29,2457.28
44,800,34.43,41.49,0.00,21.48,26.40,41.29,2465.51
44,805,34.43,41.30,0.00,51.36,26.40,41.29,2473.55
44,810,34.18,41.49,0.00,1.36,26.40,41.29,2481.53
44,815,34.11,41.20,0.00,51.36,26.40,41.29,2489.33
