Episode,Time,T1,T2,Q1,Q2,TSP1,TSP2,IAE
55,0,28.31,28.95,50.00,50.00,58.21,43.83,44.78
55,5,28.09,28.92,100.00,100.00,58.21,43.83,89.81
55,10,27.92,28.83,100.00,100.00,58.21,43.83,135.10
55,15,28.02,28.44,100.00,100.00,58.21,43.83,180.68
55,20,28.63,29.12,100.00,100.00,58.21,43.83,224.97
55,25,29.70,29.82,100.00,100.00,58.21,43.83,267.49
55,30,30.82,30.31,100.00,100.00,58.21,43.83,308.40
55,35,31.86,30.47,100.00,100.00,58.21,43.83,348.11
55,40,33.08,31.18,100.00,100.00,58.21,43.83,385.89
55,45,34.40,31.73,100.00,100.00,58.21,43.83,421.80
55,50,35.92,33.08,100.00,100.00,58.21,43.83,454.84
55,55,37.59,34.05,100.00,100.00,58.21,43.83,485.24
55,60,39.23,34.72,100.00,100.00,58.21,43.83,513.33
55,65,40.69,35.63,100.00,100.00,58.21,43.83,539.05
55,70,42.04,36.43,100.00,100.00,58.21,43.83,562.62
55,75,43.46,37.46,100.00,100.00,58.21,43.83,583.74
55,80,45.07,38.27,100.00,100.00,58.21,43.83,602.44
55,85,46.68,39.14,100.00,100.00,58.21,43.83,618.66
55,90,47.97,40.30,100.00,100.00,58.21,43.83,632.43
55,95,49.58,40.98,100.00,100.00,58.21,43.83,643.91
55,100,51.26,42.36,100.00,100.00,58.21,43.83,652.33
55,105,52.77,43.30,100.00,50.00,58.21,43.83,658.30
55,110,54.35,44.49,100.00,0.00,58.21,43.83,662.82
55,115,55.77,45.23,100.00,0.00,58.21,43.83,666.66
55,120,57.31,46.03,71.00,0.00,58.21,43.83,669.76
55,125,58.64,46.68,21.00,0.00,58.21,43.83,673.04
55,130,59.92,47.26,0.00,0.00,58.21,43.83,678.18
55,135,61.18,47.65,0.00,0.00,58.21,43.83,684.97
55,140,61.18,47.32,0.00,0.00,58.21,43.83,691.43
55,145,61.50,47.32,0.00,0.00,58.21,43.83,698.21
55,150,61.50,47.29,0.00,0.00,58.21,43.83,704.96
55,155,61.18,47.03,0.00,0.00,58.21,43.83,711.13
55,160,60.86,47.32,0.00,0.00,58.21,43.83,717.27
55,165,60.57,47.32,0.00,0.00,58.21,43.83,723.12
55,170,60.22,47.00,0.00,0.00,58.21,43.83,728.30
55,175,59.57,46.74,0.00,0.00,58.21,43.83,732.57
55,180,58.93,46.42,0.00,0.00,58.21,43.83,735.88
55,185,58.31,46.36,50.00,0.00,58.21,43.83,738.51
55,190,57.64,46.03,100.00,0.00,58.21,43.83,741.28
55,195,56.99,45.71,100.00,0.00,58.21,43.83,744.38
55,200,56.38,45.58,100.00,0.00,58.21,43.83,747.96
55,205,56.31,45.39,100.00,0.00,58.21,43.83,751.42
55,210,56.60,45.10,100.00,0.00,58.21,43.83,754.30
55,215,56.99,44.81,97.05,0.00,58.21,43.83,756.50
55,220,57.44,44.46,70.84,0.00,58.21,43.83,757.90
55,225,58.12,44.26,20.84,0.00,58.21,43.83,758.42
55,230,58.67,43.88,0.00,13.79,58.21,43.83,758.93
55,235,59.25,43.84,0.00,14.12,58.21,43.83,759.98
55,240,59.80,43.49,0.00,64.12,58.21,43.83,761.91
55,245,59.25,43.36,0.00,77.11,58.21,43.83,763.42
55,250,58.48,42.68,50.00,100.00,58.21,43.83,764.84
55,255,58.06,42.68,77.56,93.41,58.21,43.83,766.14
55,260,57.86,43.33,80.95,43.41,58.21,43.83,766.99
55,265,57.60,43.65,93.59,8.08,58.21,43.83,767.78
55,270,57.64,43.88,78.93,4.06,58.21,43.83,768.40
55,275,57.73,44.49,61.11,0.00,58.21,43.83,769.54
55,280,58.28,44.75,11.11,0.00,58.21,43.83,770.53
55,285,58.60,44.75,0.00,0.00,58.21,43.83,771.84
55,290,58.93,44.78,0.00,0.00,58.21,43.83,773.51
55,295,59.18,44.81,0.00,0.00,58.21,43.83,775.46
55,300,59.12,44.75,0.00,0.00,58.21,43.83,777.29
55,305,58.93,44.75,0.00,0.00,58.21,43.83,778.93
55,310,58.51,44.42,29.68,0.00,58.21,43.83,779.82
55,315,57.96,44.42,79.69,0.00,58.21,43.83,780.66
55,320,57.64,44.42,100.00,0.00,58.21,43.83,781.82
55,325,57.31,44.10,100.00,10.54,58.21,43.83,782.99
55,330,56.99,44.04,100.00,16.84,58.21,43.83,784.42
55,335,56.99,43.75,100.00,60.17,58.21,43.83,785.72
55,340,57.28,43.46,88.16,67.85,58.21,43.83,787.02
55,345,57.96,43.72,38.16,17.85,58.21,43.83,787.38
55,350,58.54,43.55,0.00,39.34,58.21,43.83,787.99
55,355,59.22,43.91,0.00,0.00,58.21,43.83,789.08
55,360,59.89,43.78,0.00,4.21,58.21,43.83,790.81
55,365,59.89,43.81,0.00,8.47,58.21,43.83,792.51
55,370,59.57,43.78,0.00,20.30,58.21,43.83,793.92
55,375,58.48,43.23,50.00,70.30,58.21,43.83,794.79
55,380,57.96,43.33,100.00,76.02,58.21,43.83,795.54
55,385,57.31,43.23,100.00,70.51,58.21,43.83,797.04
55,390,56.48,43.23,100.00,65.33,58.21,43.83,799.37
55,395,56.35,43.39,100.00,53.48,58.21,43.83,801.67
55,400,56.64,43.55,100.00,38.19,58.21,43.83,803.52
55,405,57.25,44.17,92.79,0.00,58.21,43.83,804.82
55,410,57.96,44.42,42.79,0.00,58.21,43.83,805.66
