Episode,Time,T1,T2,Q1,Q2,TSP1,TSP2,IAE
48,0,27.02,26.38,50.00,50.00,52.76,62.04,61.40
48,5,27.02,26.38,100.00,100.00,52.76,62.04,122.80
48,10,27.15,26.93,100.00,100.00,52.76,62.04,183.52
48,15,27.34,27.18,100.00,100.00,52.76,62.04,243.80
48,20,27.99,27.47,100.00,100.00,52.76,62.04,303.14
48,25,28.95,27.76,100.00,100.00,52.76,62.04,361.23
48,30,29.95,28.38,100.00,100.00,52.76,62.04,417.70
48,35,31.44,29.15,100.00,100.00,52.76,62.04,471.91
48,40,32.82,29.73,100.00,100.00,52.76,62.04,524.16
48,45,34.30,30.76,100.00,100.00,52.76,62.04,573.90
48,50,36.01,31.60,100.00,100.00,52.76,62.04,621.09
48,55,37.66,32.79,100.00,100.00,52.76,62.04,665.44
48,60,39.27,33.66,100.00,100.00,52.76,62.04,707.31
48,65,40.49,34.76,100.00,100.00,52.76,62.04,746.86
48,70,41.85,35.50,100.00,100.00,52.76,62.04,784.31
48,75,43.46,36.50,100.00,100.00,52.76,62.04,819.15
48,80,45.07,37.88,100.00,100.00,52.76,62.04,851.00
48,85,46.68,38.78,100.00,100.00,52.76,62.04,880.34
48,90,47.97,39.85,100.00,100.00,52.76,62.04,907.32
48,95,49.39,40.88,100.00,100.00,52.76,62.04,931.85
48,100,50.87,42.14,100.00,100.00,52.76,62.04,953.64
48,105,52.48,43.07,50.00,100.00,52.76,62.04,972.89
48,110,54.03,44.23,0.00,100.00,52.76,62.04,991.97
48,115,55.38,44.84,0.00,100.00,52.76,62.04,1011.79
48,120,56.41,45.71,0.00,100.00,52.76,62.04,1031.77
48,125,57.28,47.13,0.00,100.00,52.76,62.04,1051.20
48,130,57.44,47.61,0.00,100.00,52.76,62.04,1070.31
48,135,57.25,48.39,0.00,100.00,52.76,62.04,1088.45
48,140,56.67,48.97,0.00,100.00,52.76,62.04,1105.43
48,145,55.77,49.32,0.00,100.00,52.76,62.04,1121.16
48,150,55.38,50.23,0.00,100.00,52.76,62.04,1135.59
48,155,54.67,50.61,0.00,100.00,52.76,62.04,1148.93
48,160,53.80,51.03,0.00,100.00,52.76,62.04,1160.98
48,165,53.38,51.67,0.00,100.00,52.76,62.04,1171.97
48,170,52.90,52.29,50.00,100.00,52.76,62.04,1181.86
48,175,52.48,53.41,81.81,100.00,52.76,62.04,1190.77
48,180,51.84,53.29,96.86,100.00,52.76,62.04,1200.44
48,185,51.48,54.35,98.77,100.00,52.76,62.04,1209.41
48,190,51.58,54.67,84.02,100.00,52.76,62.04,1217.96
48,195,51.93,55.12,66.11,100.00,52.76,62.04,1225.71
48,200,52.58,55.41,16.11,100.00,52.76,62.04,1232.52
48,205,53.25,56.19,0.00,100.00,52.76,62.04,1238.86
48,210,54.09,56.31,0.00,100.00,52.76,62.04,1245.92
48,215,54.45,56.86,0.00,100.00,52.76,62.04,1252.79
48,220,54.74,57.44,0.00,100.00,52.76,62.04,1259.37
48,225,55.06,58.09,0.00,100.00,52.76,62.04,1265.62
48,230,55.06,57.93,0.00,100.00,52.76,62.04,1272.03
48,235,54.74,58.15,0.00,100.00,52.76,62.04,1277.90
48,240,54.74,58.57,0.00,100.00,52.76,62.04,1283.35
48,245,54.41,58.99,0.00,100.00,52.76,62.04,1288.05
48,250,54.09,59.67,0.00,100.00,52.76,62.04,1291.75
48,255,53.48,59.86,0.00,100.00,52.76,62.04,1294.65
48,260,53.12,60.02,17.37,100.00,52.76,62.04,1297.03
48,265,52.80,60.47,63.66,100.00,52.76,62.04,1298.64
48,270,52.51,60.67,63.62,100.00,52.76,62.04,1300.26
48,275,52.16,61.31,74.33,100.00,52.76,62.04,1301.59
48,280,52.09,61.73,68.49,91.11,52.76,62.04,1302.57
48,285,52.22,61.79,51.29,83.04,52.76,62.04,1303.36
48,290,52.64,62.15,12.41,53.34,52.76,62.04,1303.59
48,295,53.12,62.41,0.00,17.82,52.76,62.04,1304.32
48,300,53.45,62.15,0.00,67.81,52.76,62.04,1305.12
48,305,53.80,62.34,0.00,38.01,52.76,62.04,1306.46
48,310,53.83,62.08,0.00,83.62,52.76,62.04,1307.57
48,315,53.87,62.15,0.00,50.33,52.76,62.04,1308.79
48,320,53.77,61.73,0.00,100.00,52.76,62.04,1310.11
48,325,53.61,61.41,0.00,100.00,52.76,62.04,1311.59
48,330,53.45,61.34,0.00,100.00,52.76,62.04,1312.98
48,335,53.16,61.63,5.97,100.00,52.76,62.04,1313.79
48,340,52.87,61.25,54.13,100.00,52.76,62.04,1314.69
48,345,52.48,61.41,69.22,100.00,52.76,62.04,1315.60
48,350,52.16,61.44,72.95,100.00,52.76,62.04,1316.80
48,355,52.16,61.66,63.30,100.00,52.76,62.04,1317.78
48,360,52.16,61.73,60.77,97.01,52.76,62.04,1318.69
48,365,52.48,61.57,30.96,100.00,52.76,62.04,1319.44
48,370,52.48,61.57,40.28,100.00,52.76,62.04,1320.19
48,375,52.80,61.63,6.87,100.00,52.76,62.04,1320.64
48,380,53.12,61.99,0.00,50.00,52.76,62.04,1321.05
48,385,53.45,62.12,0.00,45.34,52.76,62.04,1321.82
48,390,53.45,62.41,0.00,32.82,52.76,62.04,1322.88
48,395,53.45,62.28,0.00,58.78,52.76,62.04,1323.81
48,400,53.29,62.44,0.00,40.95,52.76,62.04,1324.74
48,405,53.09,62.21,18.91,84.67,52.76,62.04,1325.24
48,410,52.96,62.31,24.64,62.26,52.76,62.04,1325.71
48,415,52.74,61.50,61.19,100.00,52.76,62.04,1326.27
48,420,52.48,61.34,62.09,100.00,52.76,62.04,1327.25
48,425,52.38,61.66,58.67,100.00,52.76,62.04,1328.01
48,430,52.48,61.41,45.17,100.00,52.76,62.04,1328.92
48,435,52.51,61.25,46.09,100.00,52.76,62.04,1329.96
48,440,52.96,61.31,0.00,100.00,52.76,62.04,1330.89
48,445,53.12,61.54,0.00,100.00,52.76,62.04,1331.75
48,450,53.12,61.50,0.00,100.00,52.76,62.04,1332.65
48,455,53.06,61.60,12.80,100.00,52.76,62.04,1333.39
48,460,53.12,61.50,0.00,100.00,52.76,62.04,1334.29
48,465,53.06,62.28,0.00,50.00,52.76,62.04,1334.83
48,470,53.22,62.24,0.00,38.66,52.76,62.04,1335.49
48,475,53.06,62.63,0.33,22.01,52.76,62.04,1336.38
48,480,52.80,62.57,33.16,38.81,52.76,62.04,1336.95
48,485,52.51,62.63,66.38,35.58,52.76,62.04,1337.79
48,490,52.19,62.24,78.33,85.58,52.76,62.04,1338.56
48,495,52.13,62.15,67.80,83.90,52.76,62.04,1339.30
48,500,52.16,61.28,61.79,33.90,52.76,55.05,1346.13
48,505,52.48,61.12,11.79,0.00,52.76,55.05,1352.48
48,510,52.80,60.83,0.00,0.00,52.76,55.05,1358.30
48,515,53.45,60.54,0.00,0.00,52.76,55.05,1364.48
48,520,53.77,60.09,0.00,0.00,52.76,55.05,1370.53
48,525,53.77,59.54,0.00,0.00,52.76,55.05,1376.03
48,530,53.77,58.93,0.00,0.00,52.76,55.05,1380.92
48,535,53.61,58.31,0.00,0.00,52.76,55.05,1385.03
48,540,53.45,57.90,0.00,0.00,52.76,55.05,1388.57
48,545,53.16,57.31,0.00,0.00,52.76,55.05,1391.23
48,550,52.80,56.73,38.87,0.00,52.76,55.05,1392.95
48,555,52.45,56.02,78.99,21.66,52.76,55.05,1394.23
48,560,51.51,55.09,100.00,71.66,52.76,55.05,1395.52
48,565,51.19,54.80,100.00,100.00,52.76,55.05,1397.34
48,570,51.19,54.28,50.00,100.00,28.74,55.05,1420.56
48,575,50.90,53.77,0.00,100.00,28.74,55.05,1444.00
48,580,51.16,52.87,0.00,100.00,28.74,55.05,1468.60
