E1,E2,Over,Q1,Q2,T1,T2,Tsp1,Tsp2,Under,policy_loss,q_loss,reward_mean,step,total_error,total_return,v_loss
556.505400000001,1893.0010000000025,161.66799999999972,40.86163414965073,85.48766916394234,46.51326166666667,47.426444999999994,47.971291666666666,54.82745833333332,2287.8383999999955,413.8311767578125,635.743408203125,-7.144265174865723,5000,4899.012799999999,-2022.6019838227664,1.0142138004302979
608.3531999999994,2039.789700000004,91.29529999999994,39.53980678121249,84.2140254020691,45.72362666666666,46.80198874999999,47.971291666666666,54.82745833333332,2556.8476000000005,75.0855712890625,102.50239562988281,-6.937046051025391,10000,5296.285800000003,-2184.3517897581546,2.4916863441467285
539.407300000001,1994.667700000002,89.21349999999995,39.926800209283826,84.7238245844841,45.98818125,46.99536874999999,47.971291666666666,54.82745833333332,2444.861500000002,167.02220153808594,135.28587341308594,-6.937046051025391,15000,5068.150000000005,-2123.9444914495966,1.5993854999542236
560.7869,1901.7031000000009,92.41929999999996,39.731399432818094,86.3235963900884,45.91834958333333,47.390186250000006,47.971291666666666,54.82745833333332,2370.0707000000007,210.7902374267578,164.7987518310547,-6.937046051025391,20000,4924.980000000001,-2041.9036891209325,1.9040331840515137
528.3161000000015,1871.4069000000002,93.26579999999993,39.87092152535915,86.7720147361358,46.05264124999999,47.52447791666667,47.971291666666666,54.82745833333332,2306.4571999999994,191.47560119628906,186.3124542236328,-6.937046051025391,25000,4799.446000000002,-2002.5553757641508,1.779098629951477
482.52910000000134,1841.7552999999998,94.54479999999992,40.20630630453427,87.11033236881097,46.254078750000005,47.64802625,47.971291666666666,54.82745833333332,2229.7395999999985,273.28057861328125,202.56591796875,-6.937046051025391,30000,4648.5688,-1963.2909498882043,2.2808470726013184
493.48250000000115,1860.4487000000004,95.83159999999991,40.136573923875886,86.80261931568384,46.21916291666666,47.570137083333336,47.971291666666666,54.82745833333332,2258.099599999998,204.07159423828125,217.38845825195312,-6.937046051025391,35000,4707.8624,-1986.1008537757957,2.067750930786133
509.2752000000014,1850.4574000000005,93.25319999999995,40.03094816356897,86.92620873649915,46.13993083333333,47.60371,47.971291666666666,54.82745833333332,2266.4793999999997,98.37858581542969,230.20614624023438,-6.937046051025391,40000,4719.465200000002,-1981.2540325704945,1.8346768617630005
495.3396000000015,1885.4080000000024,91.83559999999996,40.21185223460198,86.38068586786588,46.212448333333334,47.43181666666666,47.971291666666666,54.82745833333332,2288.911999999994,95.4216537475586,238.92208862304688,-6.937046051025391,45000,4761.495199999998,-2014.6329533633282,1.7536267042160034
519.9051000000019,1884.1188000000027,93.32129999999992,40.04882204135259,86.46646450956662,46.11978708333333,47.43987416666667,47.971291666666666,54.82745833333332,2310.702599999992,145.51156616210938,240.92742919921875,-6.937046051025391,50000,4808.047799999997,-2021.4529103705313,1.785873293876648
502.6710000000018,1864.7808000000023,91.63369999999995,40.216072314977644,86.66520470281442,46.177532500000005,47.52044916666667,47.971291666666666,54.82745833333332,2275.8180999999954,133.83180236816406,244.0076141357422,-6.937046051025391,55000,4734.9036,-1998.2120758116105,1.8257124423980713
484.0124000000017,1828.541000000001,93.19149999999993,40.20991529126962,87.1011151055495,46.2419925,47.69771416666667,47.971291666666666,54.82745833333332,2219.3618999999944,91.15535736083984,248.82199096679688,-6.937046051025391,60000,4625.106799999998,-1956.586058637455,2.207390308380127
494.65310000000176,1829.1856000000002,96.09459999999993,40.11246927479903,87.2669167906046,46.21916291666666,47.69771416666667,47.971291666666666,54.82745833333332,2227.7440999999967,91.44945526123047,247.62384033203125,-6.937046051025391,65000,4647.677399999999,-1960.9500579528,2.2143707275390625
482.96290000000187,1842.3999000000017,95.40629999999993,40.21834178666274,86.97023486346006,46.27019375,47.63459708333333,47.971291666666666,54.82745833333332,2229.956499999996,112.51925659179688,244.78237915039062,-6.937046051025391,70000,4650.7256,-1970.6347922585276,2.1907737255096436
484.60550000000205,1845.9452000000026,94.29379999999993,40.35715466414889,86.94859031190475,46.264822083333335,47.60908166666666,47.971291666666666,54.82745833333332,2236.2568999999958,94.83601379394531,244.65701293945312,-6.937046051025391,75000,4661.1014000000005,-1976.017503750822,2.2324652671813965
481.2328000000021,1814.0375000000006,102.43759999999986,40.35300546661019,87.37069100042184,46.325253333333336,47.76351708333333,47.971291666666666,54.82745833333332,2192.8326999999967,90.97611999511719,244.97622680664062,-6.937046051025391,80000,4590.540599999999,-1945.6256376953652,2.3322336673736572
486.87970000000206,1856.5811000000026,99.29849999999986,40.286072917779286,86.77332885861397,46.29436625,47.56745125,47.971291666666666,54.82745833333332,2244.1622999999977,82.65994262695312,244.03683471679688,-6.937046051025391,85000,4686.921600000002,-1987.308938010497,2.4453647136688232
485.120800000002,1860.7710000000027,94.06799999999993,40.232916748523714,86.69677197585503,46.26079333333333,47.5473075,47.971291666666666,54.82745833333332,2251.8237999999956,87.75099182128906,242.11495971679688,-6.937046051025391,90000,4691.783600000001,-1990.210354509859,2.4007418155670166
482.22380000000186,1864.780800000003,94.6243999999999,40.277091817061105,86.5555093422532,46.29302333333333,47.515077500000004,47.971291666666666,54.82745833333332,2252.380199999996,108.0750732421875,240.42483520507812,-6.937046051025391,95000,4694.0092,-1993.1762241837487,2.4631924629211426
484.1180000000022,1902.167600000004,92.67079999999991,40.267394640048344,86.02200234532356,46.27153666666666,47.35661333333334,47.971291666666666,54.82745833333332,2293.6147999999966,101.67475128173828,238.33145141601562,-6.937046051025391,100000,4772.571200000003,-2031.0038587539975,2.511256456375122
