Episode,Time,T1,T2,Q1,Q2,TSP1,TSP2,IAE
4,0,28.63,27.34,0.00,50.00,26.14,35.34,10.49
4,5,28.41,27.47,0.00,100.00,26.14,35.34,20.63
4,10,28.31,27.63,0.00,100.00,26.14,35.34,30.51
4,15,28.31,27.89,0.00,100.00,26.14,35.34,40.13
4,20,28.31,27.86,0.00,100.00,26.14,35.34,49.78
4,25,28.31,28.18,0.00,100.00,26.14,35.34,59.11
4,30,28.25,28.73,0.00,100.00,26.14,35.34,67.83
4,35,28.15,29.37,0.00,100.00,26.14,35.34,75.81
4,40,28.21,30.31,0.00,100.00,26.14,35.34,82.91
4,45,28.12,31.27,0.00,100.00,26.14,35.34,88.96
4,50,28.31,32.15,0.00,100.00,26.14,35.34,94.32
4,55,28.31,33.11,0.00,100.00,26.14,35.34,98.72
4,60,28.31,34.08,0.00,66.18,26.14,35.34,102.15
4,65,28.31,34.92,0.00,16.18,26.14,35.34,104.74
4,70,28.31,35.66,0.00,0.00,26.14,35.34,107.23
4,75,28.60,36.37,0.00,0.00,26.14,35.34,110.72
4,80,28.63,37.01,0.00,0.00,26.14,35.34,114.88
4,85,28.63,37.33,0.00,0.00,26.14,35.34,119.36
4,90,28.66,37.56,0.00,0.00,26.14,35.34,124.10
4,95,28.95,37.66,0.00,0.00,26.14,35.34,129.23
4,100,28.95,37.66,0.00,0.00,26.14,35.34,134.36
4,105,28.95,37.37,0.00,0.00,26.14,35.34,139.20
4,110,28.95,37.33,0.00,0.00,26.14,35.34,144.00
4,115,28.95,37.04,0.00,0.00,26.14,35.34,148.51
4,120,28.95,37.01,0.00,0.00,26.14,35.34,152.99
4,125,28.99,36.69,0.00,0.00,26.14,35.34,157.19
4,130,29.05,36.37,0.00,0.00,26.14,35.34,161.13
4,135,29.21,36.05,0.00,0.00,26.14,35.34,164.91
4,140,29.08,35.34,0.00,26.91,26.14,35.34,167.85
4,145,29.21,35.50,0.00,0.00,26.14,35.34,171.08
4,150,29.15,35.08,0.00,50.00,26.14,35.34,174.35
4,155,29.12,35.05,0.00,58.97,26.14,35.34,177.62
4,160,29.02,34.43,0.00,97.58,26.14,35.34,181.41
4,165,28.99,34.82,0.00,56.34,26.14,35.34,184.78
4,170,28.95,34.82,0.00,59.62,26.14,35.34,188.11
4,175,28.95,35.05,0.00,9.62,26.14,35.34,191.21
4,180,28.95,34.95,0.00,59.62,26.14,35.34,194.41
4,185,28.95,35.47,0.00,9.62,26.14,35.34,197.35
4,190,28.99,35.47,0.00,0.00,26.14,35.34,200.33
4,195,28.99,35.53,0.00,0.00,26.14,35.34,203.37
4,200,29.05,35.72,0.00,0.00,26.14,35.34,206.66
4,205,29.05,35.72,0.00,0.00,26.14,35.34,209.95
4,210,28.95,35.69,0.00,0.00,26.14,35.34,213.11
4,215,29.15,35.40,0.00,14.88,26.14,35.34,216.18
4,220,29.02,35.40,0.00,6.48,26.14,35.34,219.12
4,225,29.08,35.08,0.00,56.48,26.14,35.34,222.32
4,230,29.02,34.88,0.00,84.85,26.14,35.34,225.66
4,235,29.05,35.14,0.00,34.85,26.14,35.34,228.77
4,240,28.95,34.92,0.00,67.14,26.14,35.34,232.00
4,245,28.95,34.95,0.00,46.87,26.14,35.34,235.20
4,250,28.99,34.85,0.00,70.76,26.14,35.34,238.54
4,255,28.99,35.01,0.00,26.97,26.14,35.34,241.72
4,260,29.02,35.50,0.00,0.00,26.14,35.34,244.76
4,265,29.02,35.59,0.00,0.00,26.14,35.34,247.89
4,270,29.08,35.72,0.00,0.00,26.14,35.34,251.21
4,275,29.02,35.76,0.00,0.00,26.14,35.34,254.51
4,280,29.18,35.72,0.00,0.00,26.14,35.34,257.93
4,285,29.18,35.72,0.00,0.00,26.14,35.34,261.35
4,290,29.18,35.69,0.00,0.00,26.14,35.34,264.74
4,295,29.15,35.40,0.00,19.40,26.14,35.34,267.81
4,300,29.05,35.08,0.00,69.40,26.14,35.34,270.98
4,305,29.08,35.17,0.00,25.81,26.14,35.34,274.09
4,310,29.18,34.85,50.00,75.81,50.98,35.34,296.38
4,315,29.18,34.95,100.00,63.67,50.98,35.34,318.57
4,320,29.28,34.95,100.00,58.28,50.98,35.34,340.66
4,325,29.60,34.95,100.00,57.05,50.98,35.34,362.43
4,330,30.24,35.08,100.00,41.57,50.98,35.34,383.43
4,335,31.37,35.56,100.00,0.00,50.98,35.34,403.26
4,340,32.82,35.72,100.00,0.00,50.98,35.34,421.80
4,345,34.43,35.82,100.00,0.00,50.98,35.34,438.83
4,350,36.05,36.05,100.00,0.00,50.98,35.34,454.47
4,355,37.62,36.11,100.00,0.00,50.98,35.34,468.60
4,360,39.27,36.21,100.00,0.00,50.98,35.34,481.18
4,365,41.14,36.30,100.00,0.00,50.98,35.34,491.98
4,370,42.81,36.11,100.00,0.00,50.98,35.34,500.92
4,375,44.75,36.08,100.00,0.00,50.98,35.34,507.89
4,380,46.36,36.05,100.00,0.00,50.98,35.34,513.22
4,385,47.97,36.05,100.00,0.00,50.98,35.34,516.94
4,390,49.84,36.05,53.39,0.00,50.98,35.34,518.79
4,395,51.51,36.05,3.39,0.00,50.98,35.34,520.03
4,400,53.12,36.05,0.00,0.00,50.98,35.34,522.88
4,405,54.41,36.05,0.00,0.00,50.98,35.34,527.02
4,410,55.06,36.14,0.00,0.00,50.98,35.34,531.90
4,415,55.64,36.37,0.00,0.00,50.98,35.34,537.59
4,420,55.70,36.37,0.00,0.00,50.98,35.34,543.34
4,425,55.38,36.37,0.00,0.00,50.98,35.34,548.77
4,430,55.06,36.37,0.00,0.00,50.98,35.34,553.88
4,435,54.74,36.34,0.00,0.00,50.98,35.34,558.64
4,440,54.09,36.30,0.00,0.00,50.98,35.34,562.71
4,445,53.41,36.08,0.00,0.00,50.98,35.34,565.88
4,450,52.80,36.05,0.00,0.00,50.98,35.34,568.41
4,455,52.16,36.05,0.00,0.00,50.98,35.34,570.30
4,460,51.45,36.05,0.00,0.00,50.98,35.34,571.48
4,465,50.55,35.72,50.00,0.00,50.98,35.34,572.29
4,470,49.90,35.72,100.00,0.00,50.98,35.34,573.75
4,475,49.26,35.72,100.00,0.00,50.98,35.34,575.85
4,480,48.94,35.40,100.00,36.63,50.98,35.34,577.95
4,485,48.94,35.40,100.00,13.01,50.98,35.34,580.05
4,490,49.26,35.40,100.00,12.69,50.98,35.34,581.83
4,495,49.90,35.24,70.26,6.67,50.98,35.34,583.01
4,500,50.55,34.76,31.69,56.67,50.98,35.34,584.02
4,505,51.51,35.69,0.00,6.67,50.98,35.34,584.90
4,510,52.19,35.40,0.00,0.00,50.98,35.34,586.17
4,515,53.12,35.69,0.00,0.00,50.98,35.34,588.66
4,520,53.45,35.72,0.00,0.00,50.98,35.34,591.51
4,525,53.45,35.95,0.00,0.00,50.98,35.34,594.59
4,530,53.45,36.05,0.00,0.00,50.98,35.34,597.77
4,535,53.06,36.05,0.00,0.00,50.98,35.34,600.56
4,540,52.48,36.05,0.00,0.00,50.98,35.34,602.77
4,545,52.09,36.05,0.00,0.00,50.98,35.34,604.59
4,550,51.51,36.05,0.00,0.00,50.98,35.34,605.83
4,555,50.87,36.05,50.00,0.00,50.98,35.34,606.65
4,560,50.23,36.01,100.00,0.00,50.98,35.34,608.07
4,565,49.58,35.76,100.00,0.00,50.98,35.34,609.89
4,570,49.00,35.72,100.00,0.00,50.98,35.34,612.25
4,575,49.26,35.72,100.00,0.00,50.98,35.34,614.35
4,580,49.58,35.40,92.96,2.76,50.98,35.34,615.81
